,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
183,F061,0,93.85316414,102.365,86.6528,14.7753,4.4911,-3.575659795,3.22601,-10,9.4559,9.6452,13.09075104,20,7.22892,19.2757,2.345,85.74167013,180.18,0,368.5346,3.7566,113.1504275,123.38,105.094,15.0779,4.2424,12.33129729,14.9353,10.495,0.8787,7.2694,81.05403992,97.0585,0,29.1665,4.2641,93.74699073,123.38,72.6275,107.4571,7.0847,,,,,
184,F061,0,97.72649107,106.243,92.3317,7.3237,3.4558,-10,-10,-10,0,0,2.212634839,13.0321,0,23.9395,0.4555,75.71674364,171.429,0,363.4777,3.084,136.0083209,139.51,130.647,5.7649,3.3834,2.591319268,2.78168,2.45361,0.0053,4.5871,81.79422068,89.8798,75.8771,11.6023,3.3067,97.73093461,139.51,75.8771,214.1853,7.1271,,,,,
185,F061,0,83.93719364,111.833,-4.49058,649.9137,5.3187,-3.430402944,4.55475,-10,7.7062,9.9116,12.118361,20,0,28.1279,3.1765,79.28106292,180.18,0,485.4139,4.5117,112.9034853,173.069,-4.47624,1310.6202,5.0985,10.13587354,11.8881,8.08563,0.4768,6.9591,70.5904525,95.5223,-5.48066,447.867,5.2203,84.54251892,173.069,-5.95333,730.2559,7.4056,,,,,
186,F061,1,99.40433746,111.657,0,545.0835,2.1666,-1.515945252,4.21021,-10,17.2367,8.7548,16.22551169,17.7462,12.5313,2.1328,0.9103,101.1161944,109.091,52.6778,105.7563,2.6381,118.3063774,141.873,0,915.9986,2.1666,11.36495162,12.4619,4.58527,1.7098,6.4347,85.93685526,93.868,0,122.7994,2.5372,99.52360675,141.873,68.3144,173.1284,7.0312,,,,,
187,F061,0,78.61159875,86.6924,0,52.724,3.7208,-3.33335618,3.61511,-10,12.0289,9.3596,15.03027835,19.98,5.06329,23.9344,1.9856,79.32400959,135.44,0,465.8848,3.6664,88.81204174,107.309,0,122.5132,3.699,11.75834076,12.9242,9.59167,0.2308,6.5748,66.03232977,75.1976,0,188.7665,3.6858,78.32906503,107.309,62.3175,64.1822,6.8106,,,,,
188,F061,0,79.4725682,86.3094,67.9859,19.25,3.209,-3.200954811,2.85248,-9.90082,14.6429,9.133,13.09098441,16.5609,5.15685,18.6519,1.2635,94.99603446,115.607,77.9221,88.8974,3.0631,112.5230629,123.203,100.426,45.1758,3.209,11.12985122,12.2421,10.3378,0.2724,6.4868,65.3879024,75.5817,52.746,20.1135,3.3793,78.82939934,121.873,52.746,163.7843,7.1335,,,,,
189,F061,0,89.4021828,92.6082,86.1584,3.5647,2.0344,-0.162183421,3.30963,-3.15186,3.947,8.1213,15.24235909,15.6454,11.6302,1.4558,0.3259,74.88083436,84.507,36.4742,77.8142,1.7866,125.6994064,128.727,120.042,5.4034,2.0344,2.437235994,2.49939,1.44958,0.0192,3.3108,77.25846426,86.2167,72.8934,15.6677,2.2431,88.71712131,128.373,72.8934,176.1665,6.7266,,,,,
190,F042,0,72.78117959,77.9938,68.1291,8.4954,3.185,5.345059331,6.61194,3.04871,0.5398,8.0568,14.22746253,19.9933,3.99308,22.7369,1.9434,64.61892715,72.2892,56.0748,15.6096,2.8963,101.8907484,107.073,95.2564,7.1858,3.0305,2.555965404,2.78473,2.35596,0.0103,4.7792,58.57463255,63.4105,53.13,7.3335,3.1837,72.63406018,107.073,53.13,112.4582,6.9541,,,,,
191,F042,0,75.0105251,80.0043,72.8151,3.1632,3.0421,4.453226277,6.22803,-5.68329,3.9585,8.0928,10.0484398,13.2129,6.42123,9.0735,0.9854,74.93470828,87.5912,66.6667,32.1448,2.9737,97.30453223,101.726,91.6523,6.9332,3.0421,-0.009343826,-0.00396729,-0.0141907,0,2.7131,2.800608761,2.87018,2.72369,0.0016,3.9333,64.51036891,70.146,61.1653,3.7897,2.8136,74.95834626,101.726,61.1653,68.979,6.5439
192,F042,0,76.9731719,82.4609,72.351,5.7091,4.3754,4.778829016,6.80908,2.7533,1.1032,8.5152,14.66683355,19.9933,10.1437,7.4564,2.7268,67.81596497,179.104,0,195.4179,3.8573,100.5979542,108.846,93.1294,8.7614,4.1653,-0.009407434,-0.00366211,-0.0143433,0,2.6622,2.922468362,3.01666,2.81067,0.0017,4.0171,63.38231968,70.1756,59.0679,6.4179,4.1075,76.88849049,105.891,59.0679,92.9547,6.9402
193,F042,0,82.12617627,89.3274,0,238.9634,3.6489,4.998385682,6.63696,0.89386,1.1187,8.3688,10.61376021,15.1362,0,19.5764,1.8916,68.79501694,80.1068,0,123.8149,3.1279,103.6716615,125.3,0,422.6253,3.6489,-0.009401756,-0.0038147,-0.0161743,0,2.6562,5.589346122,5.82123,5.36957,0.0094,4.9476,71.42641129,76.7929,65.9216,6.209,3.6134,84.63810097,125.3,65.9216,93.9229,6.9654
194,F042,0,82.20175029,89.0183,0,155.4288,3.4034,5.451333227,6.58203,3.8855,0.28,7.7381,13.51045115,18.68,9.10194,13.4316,1.8999,65.91568072,179.104,0,556.7615,3.1878,109.8646964,137.442,0,351.3993,3.4034,-0.009412587,-0.00396729,-0.0143433,0,2.6232,5.714666176,6.16302,5.52673,0.017,5.0823,69.33014865,81.3423,64.8876,6.9095,3.3074,83.75822715,137.442,64.8876,120.51,7.0809
195,F042,0,71.03041858,83.593,0,150.745,4.0182,7.172218257,8.37494,5.44983,0.4056,7.9864,13.40069579,19.9933,6.28272,18.8376,2.5194,66.33336577,81.4111,0,187.3107,3.8957,103.2179536,123.705,0,331.9956,3.9484,-0.009225708,-0.00350952,-0.0141907,0,2.6412,7.074038731,7.39899,6.64215,0.022,5.4245,58.3004095,69.8211,50.294,17.8756,4.1453,72.64076107,123.705,50.294,129.5441,7.1525
196,F042,1,88.04357081,93.9562,80.9164,16.8137,3.2049,3.284475132,5.65796,-4.00604,2.0152,8.5838,13.8727622,17.8625,10.3146,8.6745,1.6785,68.12766765,78.9474,0,119.5241,2.9281,127.5381405,142.257,118.801,31.4696,3.1514,7.779156514,8.59527,7.19299,0.0758,5.8593,70.44388454,78.5949,60.6336,22.0475,3.1013,88.0488256,142.257,60.6336,191.6927,7.2711,,,,,
197,F042,0,82.34270979,84.1133,79.7128,4.1617,1.0416,5.241991249,5.91888,3.22662,0.4821,6.6071,15.00539205,16.4519,13.8472,1.6753,0.687,67.50799886,70.6714,65.2174,5.6352,1.0547,118.8356268,130.47,113.159,37.1892,1.0416,-0.009370659,-0.00610352,-0.0141907,0,2.6006,6.729343122,6.79779,6.60553,0.0034,4.1853,66.78624518,67.31,66.2761,0.2152,1.0637,84.37051854,130.47,66.2761,128.5151,6.4088
198,F042,0,66.60229652,73.6325,0,192.0366,2.8794,5.972034732,7.02118,4.52515,0.3509,8.0803,15.29608095,18.2315,10.0637,8.1785,1.6792,71.46698943,78.9474,65.9341,10.7454,2.8191,91.75991304,102.671,0,365.4208,2.792,-0.009371997,-0.00427246,-0.0141907,0,2.669,8.396788034,8.77075,6.82678,0.05,5.439,58.58931415,68.6098,54.8434,5.2486,3.1008,69.33473027,102.671,54.8434,69.5281,6.7759
199,F042,0,91.44933092,98.267,83.0647,10.1573,4.3967,5.33684421,6.7157,4.53033,0.2087,7.6522,13.24119337,19.5312,5.16262,19.0631,2.704,68.77393211,80,35.1083,54.1383,3.6647,128.6873578,139.658,112.893,41.1146,4.2694,-0.009404683,-0.0038147,-0.0143433,0,2.6496,7.302650905,8.45184,6.78863,0.1282,6.0596,74.90152471,81.1355,66.3647,9.5152,4.2952,91.42680954,139.658,66.3647,171.413,7.3035
200,F042,0,81.66341735,106.398,0,344.3578,2.4092,6.044499687,7.94098,3.77258,1.6831,8.3872,13.1625151,16.2338,10.7701,3.03,1.2756,74.25031161,110.906,0,813.531,2.4722,117.2251919,207.899,0,1831.4612,2.4092,-0.009356182,-0.00595093,-0.0141907,0,2.7083,4.417654488,5.23376,2.21252,0.2103,5.4733,58.7081533,77.8859,0,487.7346,2.1952,89.20722361,207.899,42.4655,666.342,7.2487
201,F062,0,91.53595548,98.0533,83.9076,12.7226,3.346,4.635556169,6.13892,1.77338,0.8949,8.3455,10.61366703,15.1707,7.43863,13.1963,1.272,79.72018242,101.868,31.4136,348.163,2.8801,108.2462335,111.8,103.055,5.6965,3.0732,4.105204925,4.71344,3.66516,0.0651,5.787,77.22371589,86.0099,67.1918,26.0591,3.255,90.98753248,111.8,67.1918,92.0472,6.9096,,,,,
202,F062,0,85.19492,92.1539,80.6792,10.1314,3.3757,3.881453189,6.03821,1.58142,0.849,8.4261,17.11193843,19.9867,13.5105,7.3403,1.4371,86.25174229,146.341,0,581.4166,3.0306,101.2245935,106.157,94.3997,10.0025,3.3333,5.880496525,6.22253,5.54809,0.036,5.5116,72.94720546,80.6333,64.4445,18.6282,3.3791,85.16527396,106.157,64.4445,73.9785,6.8041,,,,,
203,F062,0,82.68307044,92.2152,0,44.1164,4.4996,4.277353946,7.57416,2.9541,0.8679,8.3259,17.15138238,19.98,8.81446,8.6879,2.838,69.97425838,98.6842,0,225.8948,4.0972,94.1460584,104.267,0,59.8694,4.1934,4.595730783,5.17883,4.31213,0.0308,5.5194,72.04462881,82.5831,0,17.749,4.31,82.86317635,104.267,64.3854,55.8487,6.7393,,,,,
204,F062,0,91.64702781,107.19,0,137.657,3.9111,3.344964302,6.82617,-3.67493,4.2786,9.2094,12.86306576,17.9158,4.39367,29.4497,1.8867,78.70765257,113.208,0,667.7105,3.6178,104.0123164,124.975,0,207.0672,3.8723,0.381508978,0.454711,0.323485,0.0007,3.8394,79.32970874,92.7749,0,107.7052,3.8357,91.67249305,124.975,68.4031,92.4913,7.0474,,,,,
205,F062,0,95.43778645,106.338,0,195.405,3.4772,3.348996081,5.36499,0.858459,0.6515,8.0899,13.03329011,16.8161,8.64678,9.0612,1.7077,76.45798344,90.9091,0,162.9325,3.2171,117.4739195,144.148,0,330.7307,3.4328,1.394110557,1.5686,1.22833,0.0053,4.7553,78.96379545,88.8163,75.2272,5.9892,3.2815,96.87957333,133.454,75.2272,154.8004,7.1582,,,,,
206,F062,0,101.9822189,117.86,0,234.989,4.9459,3.599261603,6.10809,0.819397,0.8334,8.7361,15.8697073,19.9933,5.52537,17.714,3.2174,72.98686556,177.515,0,369.0489,4.1863,126.3969022,158.594,0,424.3196,4.857,10.30522468,12.1704,9.52759,0.3432,6.6061,82.76316125,92.5091,0,25.2036,4.7314,103.4791578,152.833,71.2095,203.7172,7.475,,,,,
207,F062,1,104.8145164,118.276,0,235.6573,4.2647,6.444351425,7.81067,3.53943,0.834,8.2791,5.640532321,8.1103,0,5.1397,1.8639,77.28985929,127.932,0,198.3424,3.9441,129.2191424,150.942,0,396.3996,4.2006,7.375089322,13.4888,5.52673,1.7987,7.0595,82.63130674,95.67,0,40.7491,4.2021,106.1907502,150.942,70.5596,260.548,7.4803,,,,,
208,F062,0,73.62697565,88.0865,0,499.9468,3.3955,5.290971338,8.36182,1.78314,2.7334,8.5821,8.889310554,16.4609,0,12.4913,1.8245,90.12735409,179.641,0,1346.9141,3.5654,80.83890503,97.3834,0,612.4122,3.3532,0.862089246,1.26343,0.640868,0.0188,5.2626,67.42448726,86.2462,0,200.0772,3.3543,78.8523417,97.3834,62.1107,37.884,6.6627,,,,,
209,F062,0,88.83871433,93.4093,0,37.996,2.6929,4.826640002,6.82678,0.101318,2.3052,8.6171,15.72148442,19.9933,8.75785,19.8082,1.317,70.64869773,98.3607,27.7521,335.1819,2.7477,103.8620976,112.775,0,57.1276,2.6317,13.01601388,13.6734,11.9659,0.1971,6.3593,75.77198181,82.6421,68.2553,12.1412,2.8678,87.76521449,112.775,68.2553,71.8987,6.9076,,,,,
210,F062,0,97.28721446,113.103,0,297.4332,3.0237,3.882597991,6.51093,-0.920715,2.8356,8.8089,14.17130502,20,0,38.8624,1.4576,87.15596519,113.422,39.7614,469.5271,2.9408,125.4375494,154.458,0,541.6796,3.0237,1.719545583,9.87549,1.09405,1.327,5.463,77.83061437,96.2018,62.5243,54.6286,3.3517,97.04819149,154.458,62.5243,226.2653,7.3722,,,,,
211,M047,0,62.84009534,68.3059,58.0199,4.7343,3.4919,-1.399356524,0.825806,-2.4704,0.583,7.8302,11.44596271,15.3139,0,19.5477,1.2025,68.84985049,137.3,0,415.7196,2.9908,104.2733576,121.549,94.4588,33.5553,3.4496,3.457301413,3.65753,3.32794,0.0066,4.7116,52.55421493,58.5361,46.3945,5.7763,3.9769,62.71863624,121.549,46.3945,171.6456,6.9259,,,,,
212,M047,0,66.39485382,73.6072,58.9526,16.3882,3.3309,-0.079153205,1.66229,-3.15491,1.2788,8.2089,14.71335558,19.3986,0,18.0377,1.7395,68.78509564,170.94,0,483.2209,3.1173,110.5901868,135.758,97.9743,84.3924,3.3309,3.471670194,3.63312,3.35236,0.0042,4.5967,53.44371402,70.2642,30.4125,35.1459,4.0098,65.6768278,135.758,30.4125,231.7265,7.2845,,,,,
213,M047,0,61.29253388,67.1777,56.8442,5.1333,4.3053,-0.016030873,0.412598,-0.4245,0.0234,6.534,17.73978499,20,0,16.0708,2.9304,63.83428328,169.014,0,208.2316,3.5917,100.8004549,108.639,91.1501,12.8379,4.235,3.200031845,4.10919,2.06909,0.0398,4.8665,50.14593946,61.7857,0,32.3073,4.6807,61.18828306,108.639,42.0519,159.6963,7.035,,,,,
214,M047,0,61.37255254,71.5805,0,60.4585,4.0335,-1.428154181,1.7749,-9.25018,2.0557,8.5636,12.71933164,20,0,38.4254,2.2922,66.82106876,74.0741,55.0459,19.9574,3.5538,92.54016105,103.174,0,126.1862,3.9394,5.983759389,6.46057,5.4718,0.0407,5.7602,52.94209,66.7783,34.9323,29.6996,4.532,61.90745414,103.174,34.9323,128.621,7.1186,,,,,
215,M047,0,63.37488496,68.4753,58.7349,8.9645,3.3589,-1.312823606,0.37323,-5.43243,1.0657,8.3257,13.81964242,19.1205,5.40103,15.6841,1.6539,66.75212304,147.783,0,230.2846,2.9989,94.64863556,105.448,86.1576,33.5435,3.3182,5.832443918,6.12945,5.6427,0.0131,5.1175,54.06819021,63.2037,48.4329,11.0082,3.8579,63.10305523,105.448,48.4329,118.9692,6.9083,,,,,
216,M047,0,83.05856563,115.064,0,48.8047,5.2249,-2.759278687,1.37695,-10,6.3735,9.2629,12.85971253,19.5376,4.81464,15.2463,3.3095,72.53087237,180.18,0,301.2459,4.2431,120.5855772,136.91,0,72.4182,5.0308,1.874730961,6.00891,0.027465,3.5663,7.1406,68.21567711,84.8282,0,84.0896,5.3549,82.66579684,136.91,34.4892,203.445,7.3728,,,,,
217,M047,1,57.00642516,77.273,0,178.7088,4.065,-1.959761669,1.83441,-10,5.6197,9.1996,12.00138672,19.8544,0,22.1748,2.3939,77.62534158,174.419,0,450.2313,3.9501,72.64319809,104.06,0,327.274,4.0339,0.703364996,5.87311,0.00152506,0.8542,6.3178,49.51363776,61.6971,0,125.8741,4.2124,58.75449276,104.06,39.5704,66.8325,6.8696,,,,,
218,M047,0,65.64336476,70.4539,59.2765,5.8761,3.5636,-0.642175657,1.60339,-2.83478,0.5217,7.9817,14.04331205,16.5244,0,20.5293,1.4454,68.17663068,75.9494,63.358,9.265,3.2378,99.5974826,105.951,87.871,17.0598,3.5261,5.587211393,5.96008,5.40771,0.0105,5.0501,55.73960917,62.4652,49.7918,10.1852,3.948,65.53996268,105.951,49.7918,134.0543,6.911,,,,,
219,M047,0,69.55905589,80.396,0,138.9688,3.0537,-0.848742409,1.14105,-6.13159,1.4466,8.1314,16.378999,19.9867,8.52636,19.2498,1.6235,71.29231885,176.471,0,540.8549,3.072,118.8939628,132.243,0,417.151,3.0537,4.692533578,5.64117,3.9032,0.3483,5.7264,56.48544784,63.2333,0,80.6274,3.8026,70.05507162,132.243,46.365,248.2933,7.1907,,,,,
220,M047,0,63.50535326,71.7897,0,153.3821,2.8316,-1.801673853,0.103149,-6.43158,2.5709,8.1301,17.00259262,20,6.86656,18.2482,1.3139,80.41112276,180.18,0,958.0715,2.6291,91.87928011,102.642,0,307.6404,2.8316,6.354614032,7.26776,5.23834,0.4959,6.1783,56.24964789,66.0102,49.1123,27.4242,3.3428,64.90963027,102.642,48.3738,123.0322,6.9742,,,,,
221,F017,0,73.77293192,80.8312,69.7564,5.3842,3.6084,-7.415605343,-6.10596,-9.33533,0.4592,8.031,11.98027099,17.4774,6.67557,12.2516,1.489,100.1265096,159.151,0,268.3185,3.2079,101.9532915,110.777,92.9394,12.3179,3.5352,6.111767694,6.44684,5.71442,0.0249,5.482,62.4297483,70.9965,57.559,9.4995,3.8511,73.79074965,110.777,57.559,140.4957,6.9115,,,,,
222,F017,0,79.88320115,89.9673,0,71.9901,4.1912,-8.11159933,-6.52313,-10,1.5341,6.7066,10.08081406,19.9867,0,27.733,1.7384,101.2928801,178.571,0,208.5133,3.5641,103.5615114,121.202,0,118.6735,4.0587,3.8366394,4.13208,3.6087,0.0103,5.0751,67.75301018,85.0246,0,66.4489,4.3833,79.95816621,121.202,53.1291,129.2073,7.1644,,,,,
223,F017,0,71.52083435,124.994,0,241.5903,4.578,-7.854084942,-6.05103,-10,1.2515,8.6547,15.30085363,20,7.768,16.8974,2.4527,97.89607136,120,0,226.5189,3.7353,94.05336633,136.028,0,382.4297,4.4184,5.34843225,5.79681,4.93317,0.0225,5.3316,58.12563186,75.4264,0,37.2733,4.5932,71.82973222,136.028,45.7754,194.4175,7.2357,,,,,
224,F017,0,71.08002713,91.7194,0,250.4997,3.7168,-8.771314042,-6.33118,-10,1.6118,6.1663,11.33760309,13.6024,6.02833,8.1585,1.8498,90.69887983,115.385,0,414.0355,3.5168,93.91141756,132.189,0,462.0912,3.5995,9.533014665,12.7502,1.62659,1.6122,6.5197,55.12137792,72.0892,0,195.676,3.8931,72.59074526,132.189,38.8647,175.0335,7.2458,,,,,
225,F017,0,68.19780061,74.8421,0,89.5956,3.3363,-7.039829764,-4.60968,-10,2.2918,8.3395,14.87089732,16.9157,13.1062,1.6697,1.6985,103.0175555,180.18,24.6609,263.226,2.9425,90.8067207,102.922,0,169.266,3.2918,9.337772117,9.83734,8.98132,0.0449,5.602,55.173479,59.4787,0,32.966,3.2664,68.80288532,102.922,52.184,111.7753,6.9515,,,,,
226,F017,0,72.65057415,119.203,0,105.4749,5.0845,-7.773818808,-5.0766,-10,1.9523,7.9941,12.21661434,19.9933,5.65824,20.0634,2.8707,98.51686491,143.885,0,254.6812,3.8097,95.70649149,135.23,0,127.9992,4.7594,11.00342875,13.0508,10.2203,0.21,6.4733,57.84113241,79.2362,0,109.9665,4.7811,71.892282,135.23,46.8386,149.4273,7.1498,,,,,
227,F017,1,76.14859589,84.9668,0,30.9252,4.6248,-7.843184965,-1.02234,-10,3.9035,7.5615,15.18324946,19.9867,6.9979,16.4107,2.6605,103.4492043,129.87,0,303.2377,3.8413,104.4467837,112.697,0,66.4854,4.3933,11.24333834,13.0402,10.0098,0.4382,6.8291,61.66942861,72.1187,0,20.8218,4.3493,76.07042056,112.697,52.8633,156.4388,7.1584,,,,,
228,F017,0,69.69864281,76.6366,62.0493,11.2558,4.0694,-7.839455594,-5.41595,-10,2.2598,7.5876,14.65075405,19.4616,6.70316,19.4313,1.8975,95.87866843,107.143,48.3481,111.0476,3.5435,87.2959454,90.8721,79.9154,6.1713,3.8104,13.25459204,14.4882,11.8591,0.15,6.2506,59.99429042,67.4525,51.2981,15.4212,3.9644,69.87305189,90.8721,51.2981,75.8987,6.8599,,,,,
229,F017,0,68.13137519,72.1818,60.4875,7.9109,3.0685,-7.05563274,-1.87836,-10,6.5305,7.1126,16.5982464,19.9468,13.96,5.9147,1.3383,101.627253,142.18,0,456.4288,2.8924,86.74895435,97.4875,83.105,6.7147,2.9414,12.7850194,13.5513,12.056,0.1107,6.0339,57.33760142,63.4065,48.9354,10.6995,3.2653,67.9886407,97.4875,48.9059,90.2452,6.8416,,,,,
230,F017,0,68.60952359,81.9949,0,186.7989,3.175,-7.643635212,-5.54962,-10,0.8143,6.953,3.66909156,4.13936,0,0.3419,0.7461,88.63482538,171.429,0,543.9979,2.9028,82.05144781,91.197,0,196.4972,3.1331,9.790398779,10.73,9.10644,0.2632,5.9522,59.29775579,77.2575,0,92.6391,3.2921,70.05399276,91.197,47.0749,110.8744,6.9121,,,,,
231,F043,0,82.65466612,86.974,79.6287,3.1068,3.1467,-6.709708951,-6.35071,-7.16003,0.0377,6.5006,18.32846575,19.7174,9.45477,2.7715,1.6262,70.70835238,76.9231,66.6667,5.6298,2.5949,115.4993396,121.696,106.246,15.1257,3.0883,0.751008197,0.836181,0.689696,0.0011,3.7933,71.22030187,74.9022,68.0486,2.6019,2.9686,82.75254644,121.696,68.0486,115.8562,6.7531,,,,,
232,F043,0,70.7755823,76.7729,0,30.6403,2.969,-9.14255314,-8.41858,-10,0.2292,6.4586,17.38586323,19.6207,11.274,11.269,1.3329,79.92728147,95.2381,41.0678,158.8614,2.7764,77.59239407,81.1355,0,39.7001,2.7676,0.368462784,0.386046,0.3479,0.0001,2.5581,60.092387,66.3056,0,167.8201,2.7522,70.76344815,81.1355,59.5996,23.0814,6.1825,,,,,
233,F043,0,75.40278012,79.4737,70.4992,2.1451,4.457,-9.973566061,-9.45404,-10,0.0065,2.072,11.97894109,18.0832,0,21.3414,2.5354,68.26261365,79.0514,0,52.7618,3.4054,97.32754017,102.642,91.2683,7.035,4.2118,0.617339754,1.29089,0.410461,0.0297,3.9987,60.8125628,65.2126,57.4136,3.0883,4.0433,75.34888331,102.642,57.4136,102.4809,6.9194,,,,,
234,F043,0,77.03797375,83.3658,70.2456,8.9388,4.0148,-8.657371149,-3.87207,-10,2.4152,5.8861,15.36876065,18.3262,9.81836,9.2297,2.3722,71.28733267,130.152,0,224.2667,3.5062,88.93614757,94.1043,83.7352,8.492,3.8743,3.512580228,4.37469,3.09296,0.0328,5.3949,66.51203582,74.2523,0,13.8549,3.8643,77.13898046,94.1043,58.5952,50.9063,6.6631,,,,,
235,F043,0,78.75761533,85.1952,71.6665,9.8995,3.7487,-6.113572375,-1.94733,-10,5.9418,9.2099,15.12446961,19.9933,6.79348,15.1686,1.9686,75.13485648,86.8307,37.7358,73.0872,3.3629,99.42209728,104.326,93.3067,4.1914,3.6455,3.503129283,4.2038,2.89612,0.1498,5.7626,64.50902687,72.2139,58.9497,9.0325,3.5578,78.6135597,104.326,58.9497,97.6137,6.9355,,,,,
236,F043,0,73.26651019,79.2502,0,84.4243,4.5719,-2.341224292,1.51459,-10,3.9421,9.3251,11.18831767,20,0,19.5192,2.6863,69.52394117,76.7263,34.1103,16.9342,3.7095,95.19084062,104.621,0,145.8793,4.2965,10.27101386,10.9497,9.70306,0.0791,6.0862,67.42698023,76.4679,62.1107,8.7899,4.459,74.27288245,104.621,62.1107,46.4252,6.61,,,,,
237,F043,1,87.12787284,92.3041,78.4145,13.3958,4.2999,-5.799481456,3.07465,-10,9.684,9.4886,12.30706338,18.8383,7.34214,18.6301,2.3641,80.29061512,95.2381,63.2244,50.8696,3.9326,99.31957144,106.541,90.4707,15.6051,4.1312,0.95574538,3.81164,0.715636,0.3442,4.5025,80.48196142,88.8163,0,88.4298,4.1715,87.08300182,106.541,71.7708,34.433,6.5336,,,,,
238,F043,0,72.10866705,87.8438,0,505.985,3.469,-2.374739064,0.840759,-8.42499,2.6168,8.7037,16.45641039,19.9867,0,26.0186,1.85,70.96901145,180.18,0,1037.7016,3.4972,81.54325067,105.566,0,666.267,3.4158,0.471190618,1.1795,0.19226,0.0701,5.2899,67.9189624,80.4856,0,106.5955,3.6406,77.90016945,105.566,59.4224,43.4286,6.5936,,,,,
239,F043,0,91.60442569,104.627,80.5615,48.8108,2.9038,-6.819149811,0.432434,-10,10.6724,7.8796,7.65829258,8.58369,7.21327,0.4118,0.6304,85.2615501,100,42.8878,138.2269,2.8317,107.2820618,126.039,82.4353,142.4011,2.9038,10.68292515,11.3892,10.2173,0.0875,5.9609,80.07062844,102.996,0,414.4196,2.7094,92.40646193,126.039,76.8224,77.6147,6.7417,,,,,
240,F043,0,65.87528817,79.7222,0,454.0618,2.7931,-8.417955203,-2.26715,-10,5.8985,4.7229,4.382041682,8.64803,0,7.6773,1.2111,70.12322257,92.4499,0,137.1201,2.8901,82.07534281,119.776,0,799.4416,2.7365,6.059773485,10.2875,1.19629,14.1479,6.3658,62.32561231,73.6319,0,42.3367,3.0371,72.55939519,119.776,54.6071,69.7044,6.7253,,,,,
241,M033,0,69.16277736,75.1485,0,109.743,3.2467,-3.430052415,0.840759,-8.73077,7.5608,9.2086,12.98112266,18.0668,6.54736,10.9356,1.6369,64.8225129,140.515,0,288.9478,2.9859,83.00341239,89.998,0,164.9303,3.1966,3.304259955,3.50952,3.1189,0.0126,5.0041,61.14323143,65.8034,56.7341,4.9256,3.2118,70.2823017,89.998,56.7341,45.8619,6.5553,,,,,
242,M033,0,70.31754777,76.7157,66.8356,5.0068,3.1456,-1.891362108,1.70654,-8.42133,8.6228,8.8118,13.16449673,19.0416,0,40.7753,1.1777,58.94423034,80,0,201.0651,2.8033,85.06263086,91.6819,78.8903,9.442,3.1456,3.197069101,3.48358,2.91138,0.0247,5.2753,60.11406403,66.7192,53.3959,10.3293,2.9425,69.85441316,90.9433,53.3959,46.5144,6.5202,,,,,
243,M033,0,82.42157617,86.4206,0,20.3909,4.2023,-6.691349299,-2.53845,-8.36731,1.6292,9.0297,11.76067374,17.8944,0,28.6146,2.5244,56.58883286,68.2594,45.1467,19.6611,3.6902,110.8233332,122.346,0,60.2362,4.1243,3.162355657,3.83911,2.6886,0.1034,6.0082,70.58492911,80.1311,64.1786,5.7202,3.9433,82.67350291,122.346,64.1786,91.9967,6.9316,,,,,
244,M033,0,81.46094015,98.8928,0,84.8574,3.9582,-7.703276165,-2.35657,-10,4.2236,7.714,11.50429308,20,0,32.0625,1.9864,65.71987606,92.3077,0,209.3647,3.7832,105.5376374,113.1,0,119.9754,3.8543,5.177259482,6.12945,4.57611,0.173,6.0301,67.49064335,74.9318,0,85.2277,3.9153,81.41818904,113.1,57.5022,103.8575,7.0695,,,,,
245,M033,0,80.18714383,84.4273,0,107.9208,3.4082,-7.325240473,-2.49878,-10,2.7575,8.4009,11.30696441,15.4321,0,18.6769,1.6334,54.17875316,70.1754,0,87.2354,3.2918,101.7111497,110.973,0,180.741,3.3592,5.180805813,5.7251,4.82025,0.0547,5.687,69.84497465,73.3956,66.5419,3.2481,3.3352,81.39418917,108.698,66.5419,68.243,6.7964,,,,,
246,M033,0,109.9716806,172.966,-4.69018,2888.9844,4.8307,-9.06191505,-2.70569,-10,1.9304,6.5177,10.05036247,19.8741,0,32.5967,2.8161,68.19059984,179.641,0,1092.6152,4.4131,137.7412904,226.658,-4.68303,4359.679,4.6424,3.467588608,4.3045,2.98309,0.087,6.0726,88.59889472,147.663,-5.00799,2386.1461,4.546,108.0917977,223.792,-5.00799,3155.87,7.8605,,,,,
247,M033,1,51.59895822,72.0139,-4.48816,734.9217,4.1229,0.672865655,3.32581,-5.4425,2.3449,9.1363,10.64587685,16.802,0,23.8093,2.4074,85.64730186,180.18,0,1828.8403,4.0483,52.79162912,74.3705,-4.4467,822.1474,3.8092,3.358413604,3.76587,2.94647,0.042,5.7261,47.49828331,64.0013,-4.68303,672.8405,3.6431,51.772069,74.3705,-4.77166,740.7906,5.6921,,,,,
248,M033,0,81.60171279,86.2802,78.3515,4.8786,3.491,-7.968766978,-2.77527,-10,1.4413,7.1956,15.3585941,20,0,24.5929,1.6364,63.88545986,99.8336,0,100.5294,3.2661,103.8688232,118.122,96.6153,26.5843,3.4514,3.939238504,4.40216,3.27911,0.0471,5.7615,70.32398932,75.1976,66.0988,4.1873,3.455,81.55824663,113.425,66.0988,71.432,6.866,,,,,
